Fuzz Attempt Nr.,Date and Time,Iteration Nr.,Exit Code,Output Messages,Action Sequence,Map File Name,Map File Type,Map File Custom Attribute,Absolute Map File Path,Relative Map File Path
1,23-06-2023 21:35,148,10,More than one player,SWE,map_148.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_148.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_148.txt
1,23-06-2023 21:35,149,10,Widths mismatch,SWE,map_149.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_149.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_149.txt
1,23-06-2023 21:35,150,10,More than one player,SWE,map_150.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_150.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_150.txt
1,23-06-2023 21:35,151,10,Widths mismatch,SWE,map_151.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_151.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_151.txt
1,23-06-2023 21:35,152,10,More than one player,SWE,map_152.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_152.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_152.txt
1,23-06-2023 21:35,153,10,Widths mismatch,SWE,map_153.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_153.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_153.txt
1,23-06-2023 21:35,154,10,More than one player,SWE,map_154.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_154.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_154.txt
1,23-06-2023 21:35,155,10,Widths mismatch,SWE,map_155.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_155.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_155.txt
1,23-06-2023 21:35,156,10,More than one player,SWE,map_156.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_156.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_156.txt
1,23-06-2023 21:35,157,10,Widths mismatch,SWE,map_157.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_157.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_157.txt
1,23-06-2023 21:35,158,10,More than one player,SWE,map_158.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_158.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_158.txt
1,23-06-2023 21:35,159,10,More than one player,SWE,map_159.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_159.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_159.txt
1,23-06-2023 21:35,160,10,Widths mismatch,SWE,map_160.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_160.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_160.txt
1,23-06-2023 21:35,161,10,Widths mismatch,SWE,map_161.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_161.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_161.txt
1,23-06-2023 21:35,162,10,No columns,SWE,map_162.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_162.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_162.txt
1,23-06-2023 21:35,163,10,No lines,SWE,map_163.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_163.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_163.txt
1,23-06-2023 21:35,164,10,More than one player,SWE,map_164.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_164.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_164.txt
1,23-06-2023 21:35,165,10,More than one player,SWE,map_165.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_165.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_165.txt
1,23-06-2023 21:35,166,10,More than one player,SWE,map_166.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_166.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_166.txt
1,23-06-2023 21:35,167,10,More than one player,SWE,map_167.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_167.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_167.txt
1,23-06-2023 21:35,168,10,More than one player,SWE,map_168.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_168.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_168.txt
1,23-06-2023 21:35,169,10,More than one player,SWE,map_169.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_169.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_169.txt
1,23-06-2023 21:35,170,10,More than one player,SWE,map_170.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_170.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_170.txt
1,23-06-2023 21:35,171,10,More than one player,SWE,map_171.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_171.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_171.txt
1,23-06-2023 21:35,172,10,More than one player,SWE,map_172.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_172.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_172.txt
1,23-06-2023 21:35,173,10,Widths mismatch,SWE,map_173.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_173.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_173.txt
1,23-06-2023 21:35,174,10,More than one player,SWE,map_174.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_174.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_174.txt
1,23-06-2023 21:35,175,10,No columns,SWE,map_175.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_175.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_175.txt
1,23-06-2023 21:35,176,10,More than one player,SWE,map_176.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_176.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_176.txt
1,23-06-2023 21:35,177,10,More than one player,SWE,map_177.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_177.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_177.txt
1,23-06-2023 21:35,178,10,More than one player,SWE,map_178.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_178.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_178.txt
1,23-06-2023 21:35,179,10,No columns,SWE,map_179.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_179.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_179.txt
1,23-06-2023 21:35,180,10,Widths mismatch,SWE,map_180.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_180.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_180.txt
1,23-06-2023 21:35,181,10,More than one player,SWE,map_181.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_181.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_181.txt
1,23-06-2023 21:35,182,10,More than one player,SWE,map_182.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_182.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_182.txt
1,23-06-2023 21:35,183,10,Widths mismatch,SWE,map_183.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_183.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_183.txt
1,23-06-2023 21:35,184,10,Widths mismatch,SWE,map_184.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_184.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_184.txt
1,23-06-2023 21:35,185,10,More than one player,SWE,map_185.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_185.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_185.txt
1,23-06-2023 21:35,186,10,More than one player,SWE,map_186.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_186.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_186.txt
1,23-06-2023 21:35,187,10,Widths mismatch,SWE,map_187.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_187.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_187.txt
1,23-06-2023 21:35,188,10,More than one player,SWE,map_188.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_188.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_188.txt
1,23-06-2023 21:35,189,10,More than one player,SWE,map_189.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_189.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_189.txt
1,23-06-2023 21:35,190,10,Widths mismatch,SWE,map_190.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_190.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_190.txt
1,23-06-2023 21:35,191,10,More than one player,SWE,map_191.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_191.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_191.txt
1,23-06-2023 21:35,192,10,Widths mismatch,SWE,map_192.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_192.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_192.txt
1,23-06-2023 21:35,193,10,Widths mismatch,SWE,map_193.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_193.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_193.txt
1,23-06-2023 21:35,194,10,No columns,SWE,map_194.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_194.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_194.txt
1,23-06-2023 21:35,195,10,No lines,SWE,map_195.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_195.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_195.txt
1,23-06-2023 21:35,196,10,Widths mismatch,SWE,map_196.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_196.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_196.txt
1,23-06-2023 21:35,197,10,Widths mismatch,SWE,map_197.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_197.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_197.txt
1,23-06-2023 21:35,198,10,No lines,SWE,map_198.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_198.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_198.txt
1,23-06-2023 21:35,199,10,More than one player,SWE,map_199.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_199.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_199.txt
1,23-06-2023 21:35,200,10,More than one player,SWE,map_200.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_200.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_200.txt
1,23-06-2023 21:35,201,10,Widths mismatch,SWE,map_201.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_201.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_201.txt
1,23-06-2023 21:35,202,10,More than one player,SWE,map_202.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_202.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_202.txt
1,23-06-2023 21:35,203,10,No columns,SWE,map_203.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_203.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_203.txt
1,23-06-2023 21:35,204,10,No columns,SWE,map_204.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_204.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_204.txt
1,23-06-2023 21:35,205,10,Widths mismatch,SWE,map_205.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_205.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_205.txt
1,23-06-2023 21:35,206,10,Widths mismatch,SWE,map_206.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_206.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_206.txt
1,23-06-2023 21:35,207,10,Widths mismatch,SWE,map_207.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_207.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_207.txt
1,23-06-2023 21:35,208,10,More than one player,SWE,map_208.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_208.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_208.txt
1,23-06-2023 21:35,209,10,More than one player,SWE,map_209.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_209.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_209.txt
1,23-06-2023 21:35,210,10,More than one player,SWE,map_210.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_210.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_210.txt
1,23-06-2023 21:35,211,10,Widths mismatch,SWE,map_211.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_211.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_211.txt
1,23-06-2023 21:35,212,10,More than one player,SWE,map_212.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_212.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_212.txt
1,23-06-2023 21:35,213,10,Widths mismatch,SWE,map_213.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_213.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_213.txt
1,23-06-2023 21:35,214,10,More than one player,SWE,map_214.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_214.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_214.txt
1,23-06-2023 21:35,215,10,More than one player,SWE,map_215.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_215.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_215.txt
1,23-06-2023 21:35,216,10,More than one player,SWE,map_216.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_216.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_216.txt
1,23-06-2023 21:35,217,10,More than one player,SWE,map_217.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_217.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_217.txt
1,23-06-2023 21:35,218,10,More than one player,SWE,map_218.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_218.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_218.txt
1,23-06-2023 21:35,219,10,More than one player,SWE,map_219.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_219.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_219.txt
1,23-06-2023 21:35,220,10,Widths mismatch,SWE,map_220.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_220.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_220.txt
1,23-06-2023 21:35,221,10,No lines,SWE,map_221.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_221.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_221.txt
1,23-06-2023 21:35,222,10,More than one player,SWE,map_222.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_222.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_222.txt
1,23-06-2023 21:35,223,10,More than one player,SWE,map_223.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_223.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_223.txt
1,23-06-2023 21:35,224,10,Widths mismatch,SWE,map_224.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_224.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_224.txt
1,23-06-2023 21:35,225,10,More than one player,SWE,map_225.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_225.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_225.txt
1,23-06-2023 21:35,226,10,Widths mismatch,SWE,map_226.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_226.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_226.txt
1,23-06-2023 21:35,227,10,Widths mismatch,SWE,map_227.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_227.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_227.txt
1,23-06-2023 21:35,228,10,More than one player,SWE,map_228.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_228.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_228.txt
1,23-06-2023 21:35,229,10,Widths mismatch,SWE,map_229.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_229.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_229.txt
1,23-06-2023 21:35,230,10,More than one player,SWE,map_230.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_230.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_230.txt
1,23-06-2023 21:35,231,10,More than one player,SWE,map_231.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_231.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_231.txt
1,23-06-2023 21:35,232,10,More than one player,SWE,map_232.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_232.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_232.txt
1,23-06-2023 21:35,233,10,More than one player,SWE,map_233.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_233.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_233.txt
1,23-06-2023 21:35,234,10,Widths mismatch,SWE,map_234.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_234.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_234.txt
1,23-06-2023 21:35,235,10,More than one player,SWE,map_235.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_235.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_235.txt
1,23-06-2023 21:35,236,10,No lines,SWE,map_236.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_236.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_236.txt
1,23-06-2023 21:35,237,10,Widths mismatch,SWE,map_237.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_237.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_237.txt
1,23-06-2023 21:35,238,10,More than one player,SWE,map_238.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_238.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_238.txt
1,23-06-2023 21:35,239,10,More than one player,SWE,map_239.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_239.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_239.txt
1,23-06-2023 21:35,240,10,More than one player,SWE,map_240.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_240.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_240.txt
1,23-06-2023 21:35,241,10,Widths mismatch,SWE,map_241.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_241.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_241.txt
1,23-06-2023 21:35,242,10,More than one player,SWE,map_242.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_242.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_242.txt
1,23-06-2023 21:35,243,10,More than one player,SWE,map_243.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_243.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_243.txt
1,23-06-2023 21:35,244,10,No lines,SWE,map_244.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_244.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_244.txt
1,23-06-2023 21:35,245,10,More than one player,SWE,map_245.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_245.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_245.txt
1,23-06-2023 21:35,246,10,Widths mismatch,SWE,map_246.txt,.txt (Unformatted Text Document),None,C:/ST/JPacmanFuzz/fuzzresults/maps/previous_maps\run_1/exitcode10_rejected/map_246.txt,fuzzresults/maps/previous_maps/run_1/exitcode10_rejected/map_246.txt
