Fuzz Attempt Nr.,Date and Time,Execution Time,Exit Code 0,Exit Code 1,Exit Code 10,Exit Code Other
1,23-06-2023 21:35,00:42,0,0,250,0
2,23-06-2023 21:54,00:41,0,0,250,0
6,26-06-2023 20:15,00:15,4,0,0,0
6,26-06-2023 20:15,00:15,0,0,45,0
